Wiek,Płeć,Ocena_satysfakcji,Dochód_miesięczny,Region,Preferowany_system
76,Kobieta,9,18686,Północ,Linux
53,Kobieta,3,13516,Południe,Windows
59,Mężczyzna,10,3010,Zachód,Linux
42,Kobieta,5,2955,Północ,Windows
40,Kobieta,7,12911,Północ,Android
50,Mężczyzna,10,5425,Zachód,Windows
51,Kobieta,9,4715,Północ,Windows
68,Kobieta,7,17226,Wschód,iOS
57,Kobieta,5,18402,Zachód,iOS
51,Mężczyzna,6,7971,Wschód,iOS
72,Mężczyzna,10,6758,Zachód,Android
64,Kobieta,4,12569,Południe,macOS
49,Mężczyzna,9,7111,Północ,Android
53,Mężczyzna,5,19672,Północ,Android
59,Kobieta,3,12352,Zachód,iOS
89,Kobieta,7,10493,Północ,iOS
53,Mężczyzna,7,16723,Północ,iOS
30,Mężczyzna,3,11750,Północ,iOS
79,Kobieta,10,8212,Centrum,iOS
60,Kobieta,10,9651,Południe,macOS
86,Mężczyzna,2,3253,Wschód,Android
34,Kobieta,7,6585,Centrum,Linux
41,Kobieta,10,12813,Wschód,Windows
63,Mężczyzna,5,7921,Północ,macOS
23,Mężczyzna,5,7771,Południe,macOS
35,Mężczyzna,10,12749,Zachód,macOS
40,Mężczyzna,4,7881,Zachód,Linux
67,Kobieta,9,6274,Zachód,macOS
72,Mężczyzna,9,6392,Centrum,iOS
46,Kobieta,8,6347,Południe,Android
64,Mężczyzna,2,2731,Wschód,Android
80,Kobieta,6,6111,Zachód,Android
25,Mężczyzna,1,7775,Południe,Windows
59,Kobieta,9,9829,Północ,Linux
59,Mężczyzna,2,16637,Południe,macOS
73,Kobieta,4,2730,Południe,Android
24,Mężczyzna,10,1756,Wschód,macOS
77,Mężczyzna,3,3608,Zachód,iOS
82,Kobieta,10,12169,Centrum,iOS
29,Mężczyzna,5,7896,Centrum,Windows
38,Kobieta,3,5029,Północ,macOS
51,Kobieta,4,4903,Centrum,Android
78,Kobieta,1,16594,Południe,Windows
54,Kobieta,9,15839,Wschód,iOS
54,Mężczyzna,9,15357,Południe,iOS
86,Kobieta,1,2213,Centrum,iOS
43,Mężczyzna,10,2201,Zachód,macOS
52,Mężczyzna,5,17518,Wschód,Linux
77,Kobieta,7,12444,Centrum,iOS
53,Mężczyzna,9,15465,Wschód,macOS
55,Kobieta,5,13552,Centrum,Android
48,Kobieta,1,14318,Zachód,Android
39,Kobieta,7,3314,Wschód,Linux
46,Mężczyzna,4,15152,Zachód,Windows
19,Kobieta,7,7462,Centrum,Linux
37,Mężczyzna,5,16766,Centrum,Android
42,Kobieta,8,12810,Zachód,Android
80,Kobieta,10,15955,Wschód,Linux
49,Kobieta,2,5178,Północ,Linux
64,Mężczyzna,10,17878,Północ,Windows
88,Kobieta,6,15328,Północ,Linux
64,Mężczyzna,7,2309,Centrum,macOS
19,Kobieta,8,14038,Południe,iOS
87,Kobieta,1,18502,Północ,Linux
85,Kobieta,3,3586,Wschód,Windows
48,Mężczyzna,3,7411,Północ,macOS
65,Kobieta,1,8808,Północ,Linux
40,Mężczyzna,9,3567,Centrum,iOS
87,Kobieta,4,5307,Zachód,Windows
39,Kobieta,3,16104,Północ,Linux
48,Mężczyzna,8,2840,Północ,Windows
80,Kobieta,7,11371,Wschód,macOS
49,Mężczyzna,10,10855,Centrum,Android
85,Kobieta,8,12745,Centrum,Android
34,Kobieta,2,4420,Południe,macOS
61,Kobieta,8,18791,Północ,macOS
45,Kobieta,8,17783,Południe,macOS
87,Mężczyzna,10,11398,Zachód,Linux
40,Mężczyzna,6,6846,Południe,Linux
52,Mężczyzna,3,17900,Zachód,Windows
39,Mężczyzna,5,3847,Północ,Android
77,Kobieta,1,8299,Wschód,Linux
46,Mężczyzna,6,8922,Centrum,macOS
85,Kobieta,8,6120,Północ,macOS
74,Kobieta,7,12304,Zachód,Windows
87,Mężczyzna,4,16030,Północ,Windows
75,Mężczyzna,4,18956,Zachód,Android
68,Kobieta,7,6909,Wschód,iOS
57,Mężczyzna,6,4099,Południe,Linux
45,Mężczyzna,3,7505,Wschód,iOS
24,Mężczyzna,2,15165,Zachód,macOS
41,Mężczyzna,10,3558,Centrum,Linux
20,Mężczyzna,3,4988,Centrum,Linux
47,Mężczyzna,9,12180,Wschód,macOS
81,Mężczyzna,9,6477,Centrum,Windows
66,Kobieta,9,2454,Wschód,iOS
45,Kobieta,2,19980,Południe,Linux
54,Mężczyzna,6,1744,Centrum,iOS
51,Mężczyzna,8,4785,Wschód,macOS
28,Mężczyzna,3,7476,Centrum,Windows
31,Kobieta,5,8749,Południe,Windows
75,Mężczyzna,2,10577,Zachód,Android
66,Mężczyzna,9,7821,Centrum,iOS
82,Kobieta,1,11496,Centrum,macOS
81,Mężczyzna,7,6512,Wschód,macOS
26,Kobieta,7,10097,Centrum,macOS
53,Kobieta,9,13729,Wschód,Linux
87,Mężczyzna,4,12470,Południe,Windows
19,Kobieta,1,4872,Wschód,Windows
24,Mężczyzna,8,17344,Wschód,iOS
70,Mężczyzna,7,1209,Wschód,Linux
54,Mężczyzna,1,1480,Zachód,Android
36,Kobieta,10,1019,Wschód,macOS
65,Kobieta,9,2205,Centrum,Windows
75,Kobieta,7,7557,Północ,Android
19,Mężczyzna,1,12059,Południe,macOS
47,Kobieta,4,3062,Wschód,Windows
19,Kobieta,2,11578,Centrum,Windows
81,Mężczyzna,9,4699,Wschód,macOS
64,Kobieta,4,18252,Północ,macOS
38,Mężczyzna,9,16158,Południe,Linux
61,Kobieta,9,16862,Południe,Android
57,Kobieta,3,10707,Zachód,Linux
62,Kobieta,7,15214,Północ,macOS
47,Mężczyzna,5,2851,Centrum,Android
70,Kobieta,1,12329,Północ,Android
41,Kobieta,8,9408,Centrum,iOS
89,Kobieta,1,14271,Południe,macOS
49,Kobieta,7,11782,Centrum,macOS
37,Mężczyzna,6,16441,Centrum,Linux
18,Mężczyzna,7,10542,Wschód,Android
36,Mężczyzna,4,16096,Wschód,Android
79,Mężczyzna,10,9917,Centrum,Android
46,Mężczyzna,8,11278,Północ,Android
60,Mężczyzna,2,12139,Wschód,Windows
23,Mężczyzna,9,15361,Wschód,Windows
28,Kobieta,4,1095,Centrum,Android
89,Mężczyzna,4,17828,Południe,Linux
23,Kobieta,9,8754,Zachód,macOS
30,Kobieta,2,18580,Zachód,macOS
89,Mężczyzna,4,3206,Zachód,iOS
73,Mężczyzna,7,17601,Zachód,Android
57,Mężczyzna,5,14924,Północ,macOS
45,Mężczyzna,8,19258,Północ,Linux
42,Mężczyzna,6,10459,Północ,Android
76,Kobieta,2,17905,Wschód,Android
45,Kobieta,4,7371,Wschód,macOS
68,Mężczyzna,5,17492,Północ,Android
32,Mężczyzna,1,3437,Północ,macOS
68,Kobieta,9,7562,Północ,Windows
80,Kobieta,10,8303,Północ,Android
87,Mężczyzna,10,18067,Centrum,Linux
88,Kobieta,4,5954,Południe,iOS
36,Mężczyzna,5,9630,Wschód,iOS
72,Kobieta,8,8259,Północ,Android
44,Mężczyzna,6,3185,Południe,macOS
35,Kobieta,6,7454,Centrum,Linux
55,Mężczyzna,4,17743,Północ,Windows
89,Kobieta,8,10910,Wschód,Windows
69,Mężczyzna,8,19338,Północ,Android
83,Kobieta,7,13095,Południe,iOS
55,Kobieta,10,1612,Wschód,Linux
42,Kobieta,1,8908,Centrum,iOS
64,Kobieta,3,8673,Zachód,Linux
18,Kobieta,2,17274,Zachód,Android
21,Mężczyzna,2,11739,Północ,Windows
50,Kobieta,7,8238,Północ,Windows
75,Mężczyzna,8,14462,Zachód,macOS
53,Kobieta,4,6100,Wschód,iOS
18,Mężczyzna,2,7068,Południe,Android
20,Mężczyzna,8,15310,Południe,macOS
27,Kobieta,10,15368,Północ,macOS
65,Kobieta,9,1508,Południe,iOS
25,Mężczyzna,3,19777,Północ,Windows
72,Kobieta,9,11963,Południe,macOS
26,Kobieta,10,8555,Południe,iOS
75,Mężczyzna,10,8330,Centrum,iOS
59,Kobieta,9,9005,Zachód,Android
54,Kobieta,4,12994,Północ,Linux
31,Mężczyzna,7,17222,Północ,Windows
40,Kobieta,1,1848,Wschód,macOS
61,Kobieta,5,9741,Wschód,Linux
38,Kobieta,1,9181,Zachód,Linux
89,Mężczyzna,4,19569,Południe,Linux
55,Kobieta,9,17851,Centrum,Windows
84,Mężczyzna,7,12929,Północ,Windows
59,Kobieta,10,10744,Wschód,iOS
54,Kobieta,2,16316,Południe,Windows
49,Kobieta,1,17185,Północ,macOS
53,Kobieta,5,16870,Centrum,macOS
72,Mężczyzna,6,2835,Zachód,Windows
68,Kobieta,4,8631,Centrum,macOS
70,Mężczyzna,10,13852,Zachód,Linux
43,Kobieta,5,3544,Południe,Android
27,Mężczyzna,1,16958,Centrum,iOS
37,Mężczyzna,5,1509,Północ,iOS
23,Kobieta,9,14062,Południe,Linux
31,Kobieta,3,9446,Południe,iOS
52,Kobieta,6,1955,Zachód,iOS
74,Kobieta,4,11649,Północ,Linux
55,Kobieta,5,14102,Zachód,iOS
32,Kobieta,2,14464,Południe,Windows
54,Kobieta,1,16177,Północ,iOS
84,Mężczyzna,5,10653,Zachód,Windows
69,Kobieta,5,14869,Centrum,Linux
19,Kobieta,2,16209,Zachód,Android
83,Mężczyzna,1,11404,Centrum,macOS
86,Kobieta,6,15473,Wschód,macOS
69,Mężczyzna,4,17729,Północ,Android
52,Kobieta,7,1678,Północ,Windows
85,Kobieta,6,2817,Południe,iOS
66,Kobieta,2,7214,Północ,Linux
50,Kobieta,6,14609,Centrum,Linux
44,Kobieta,5,12726,Wschód,Android
25,Kobieta,4,19653,Zachód,Linux
39,Mężczyzna,9,18878,Północ,Android
26,Kobieta,4,2194,Zachód,Windows
82,Mężczyzna,3,8092,Centrum,Android
25,Kobieta,10,15051,Wschód,iOS
53,Mężczyzna,2,8731,Południe,Linux
19,Kobieta,4,13856,Południe,Android
66,Kobieta,2,8606,Południe,iOS
51,Kobieta,10,2905,Wschód,macOS
82,Kobieta,2,3706,Wschód,Windows
78,Kobieta,8,6292,Wschód,Android
43,Mężczyzna,4,19804,Południe,iOS
51,Kobieta,9,12305,Zachód,iOS
61,Mężczyzna,9,11494,Centrum,iOS
56,Kobieta,7,18686,Centrum,Linux
89,Kobieta,2,11602,Północ,Windows
36,Kobieta,3,5050,Południe,Linux
73,Mężczyzna,10,4002,Centrum,Windows
74,Kobieta,8,10125,Zachód,Windows
80,Mężczyzna,3,11665,Północ,iOS
28,Mężczyzna,1,19959,Północ,Linux
66,Kobieta,1,15731,Centrum,iOS
36,Mężczyzna,8,1714,Północ,Windows
55,Kobieta,2,4279,Wschód,Linux
35,Mężczyzna,9,6064,Wschód,iOS
33,Kobieta,5,6091,Północ,macOS
66,Mężczyzna,10,13474,Północ,Linux
44,Mężczyzna,3,19028,Południe,Linux
21,Kobieta,8,1817,Centrum,Windows
62,Kobieta,8,5352,Północ,Windows
79,Kobieta,8,9684,Północ,Android
41,Kobieta,10,7381,Zachód,macOS
77,Kobieta,10,19982,Południe,macOS
57,Kobieta,6,12650,Zachód,Android
20,Kobieta,10,11036,Południe,macOS
89,Mężczyzna,6,13465,Północ,Windows
76,Mężczyzna,4,7595,Wschód,iOS
54,Mężczyzna,1,13251,Centrum,iOS
90,Mężczyzna,4,16302,Zachód,Android
50,Mężczyzna,4,7403,Zachód,Windows
50,Kobieta,4,17440,Południe,Linux
19,Mężczyzna,6,8570,Północ,macOS
31,Mężczyzna,10,6198,Wschód,Windows
37,Mężczyzna,4,7604,Wschód,Windows
77,Kobieta,2,16549,Centrum,macOS
73,Mężczyzna,8,7266,Północ,Linux
44,Mężczyzna,5,3568,Zachód,macOS
21,Kobieta,3,19652,Południe,Linux
59,Kobieta,8,12014,Wschód,macOS
81,Mężczyzna,3,15370,Północ,Linux
87,Kobieta,2,1833,Centrum,iOS
90,Mężczyzna,1,16991,Centrum,Windows
31,Mężczyzna,10,9006,Północ,Linux
88,Kobieta,4,8650,Południe,iOS
82,Kobieta,10,6607,Południe,Android
74,Mężczyzna,8,19190,Południe,macOS
19,Mężczyzna,1,13785,Zachód,iOS
26,Mężczyzna,10,15463,Północ,iOS
20,Mężczyzna,10,19496,Północ,Android
29,Kobieta,10,3859,Zachód,Linux
69,Mężczyzna,2,13513,Centrum,Android
72,Mężczyzna,2,12280,Południe,Linux
47,Kobieta,2,8139,Wschód,iOS
77,Mężczyzna,7,14508,Centrum,Android
37,Kobieta,5,5591,Zachód,Linux
46,Kobieta,9,6597,Zachód,Linux
74,Mężczyzna,2,9098,Południe,macOS
88,Kobieta,4,17355,Wschód,Android
37,Kobieta,2,2805,Zachód,iOS
40,Mężczyzna,1,7881,Wschód,Linux
36,Kobieta,1,18074,Centrum,Linux
23,Kobieta,8,11393,Północ,Linux
47,Kobieta,3,15482,Zachód,Windows
51,Kobieta,4,1516,Południe,Linux
62,Mężczyzna,1,2234,Północ,Linux
52,Mężczyzna,5,12440,Wschód,Linux
61,Kobieta,10,1773,Zachód,Windows
60,Kobieta,10,10055,Zachód,Linux
86,Kobieta,8,15829,Północ,Windows
20,Mężczyzna,5,2484,Centrum,Windows
77,Mężczyzna,7,16514,Wschód,Windows
37,Mężczyzna,7,5648,Centrum,macOS
24,Kobieta,8,7762,Północ,iOS
88,Kobieta,1,8608,Zachód,iOS
89,Kobieta,9,12311,Zachód,macOS
21,Kobieta,10,13903,Centrum,Android
43,Mężczyzna,7,17845,Północ,Linux
26,Mężczyzna,4,4965,Zachód,iOS
38,Kobieta,7,11406,Zachód,Android
71,Mężczyzna,2,9665,Wschód,Windows
37,Kobieta,10,13684,Zachód,iOS
74,Mężczyzna,5,2534,Zachód,macOS
81,Mężczyzna,9,1546,Centrum,Android
35,Kobieta,5,1930,Zachód,macOS
70,Mężczyzna,8,2214,Północ,Windows
76,Mężczyzna,1,13860,Centrum,Android
68,Mężczyzna,2,19770,Północ,iOS
34,Kobieta,7,19929,Wschód,Windows
42,Kobieta,1,15759,Centrum,Windows
55,Kobieta,10,8868,Centrum,Android
62,Mężczyzna,9,6350,Centrum,macOS
74,Kobieta,5,4062,Zachód,Linux
51,Kobieta,5,8800,Północ,iOS
54,Mężczyzna,2,1763,Południe,Windows
27,Mężczyzna,6,16956,Południe,iOS
46,Mężczyzna,2,6761,Centrum,iOS
54,Kobieta,5,7555,Zachód,Linux
65,Mężczyzna,2,3704,Zachód,macOS
27,Mężczyzna,5,14362,Centrum,iOS
54,Mężczyzna,5,19205,Zachód,macOS
81,Mężczyzna,10,11676,Południe,Android
78,Kobieta,6,19207,Północ,iOS
64,Mężczyzna,5,15098,Centrum,macOS
18,Kobieta,10,4976,Północ,Android
58,Mężczyzna,3,4112,Centrum,Linux
77,Mężczyzna,5,17311,Zachód,Windows
64,Mężczyzna,7,11969,Zachód,Android
70,Mężczyzna,10,6561,Centrum,macOS
90,Mężczyzna,8,8537,Zachód,macOS
44,Mężczyzna,5,14121,Centrum,Android
45,Kobieta,2,15978,Zachód,Linux
56,Kobieta,6,4059,Centrum,Linux
89,Mężczyzna,2,10190,Północ,Windows
80,Kobieta,9,1284,Centrum,Windows
29,Kobieta,9,1352,Zachód,macOS
75,Mężczyzna,6,12253,Centrum,iOS
90,Kobieta,5,17221,Wschód,iOS
20,Kobieta,7,18451,Wschód,Windows
78,Kobieta,4,11882,Centrum,Windows
51,Kobieta,1,8976,Południe,Android
82,Kobieta,10,12336,Centrum,Windows
52,Mężczyzna,4,7400,Północ,macOS
47,Mężczyzna,9,12800,Południe,Linux
81,Kobieta,10,18318,Zachód,Windows
75,Kobieta,1,4751,Centrum,Linux
76,Kobieta,5,3880,Wschód,iOS
71,Kobieta,3,15836,Centrum,macOS
21,Mężczyzna,6,2959,Południe,Linux
64,Kobieta,1,17127,Południe,Android
64,Mężczyzna,10,14959,Zachód,Windows
75,Mężczyzna,1,18317,Północ,Windows
47,Kobieta,3,11010,Północ,Windows
83,Kobieta,6,13134,Wschód,Linux
22,Kobieta,2,10248,Centrum,iOS
80,Kobieta,10,9742,Zachód,Android
62,Mężczyzna,6,14420,Centrum,Linux
42,Mężczyzna,8,3011,Północ,Android
87,Kobieta,6,6846,Centrum,macOS
65,Kobieta,2,13992,Północ,macOS
86,Mężczyzna,6,5917,Południe,macOS
85,Kobieta,4,9890,Północ,macOS
61,Mężczyzna,3,11883,Centrum,Windows
50,Kobieta,3,3918,Centrum,Linux
35,Kobieta,4,7229,Wschód,iOS
22,Mężczyzna,2,8976,Wschód,iOS
46,Mężczyzna,9,19583,Wschód,macOS
37,Kobieta,5,19987,Centrum,Linux
19,Mężczyzna,1,13860,Południe,iOS
34,Mężczyzna,4,6931,Wschód,Android
69,Mężczyzna,3,17072,Wschód,iOS
22,Kobieta,7,2209,Południe,Windows
30,Kobieta,4,1024,Wschód,macOS
79,Kobieta,2,18667,Wschód,Linux
50,Kobieta,5,17897,Centrum,Linux
23,Mężczyzna,1,4309,Wschód,Linux
70,Mężczyzna,4,4387,Wschód,Linux
36,Kobieta,2,7216,Centrum,Linux
18,Kobieta,4,1749,Południe,iOS
73,Kobieta,3,13367,Południe,Android
22,Mężczyzna,8,18194,Centrum,macOS
30,Kobieta,2,13548,Północ,iOS
82,Kobieta,3,9883,Północ,Windows
64,Kobieta,6,15836,Zachód,Linux
29,Mężczyzna,9,12381,Północ,Android
55,Kobieta,8,7087,Centrum,macOS
60,Kobieta,10,18301,Zachód,iOS
38,Mężczyzna,3,4011,Centrum,macOS
21,Kobieta,6,12922,Zachód,macOS
70,Kobieta,3,2934,Wschód,Windows
28,Kobieta,9,11275,Wschód,Linux
66,Mężczyzna,9,18077,Zachód,Android
49,Mężczyzna,4,3604,Północ,Android
48,Kobieta,9,16277,Południe,Linux
35,Mężczyzna,8,8525,Centrum,Android
51,Kobieta,1,14559,Północ,macOS
52,Kobieta,10,6138,Centrum,iOS
90,Mężczyzna,7,3743,Wschód,Windows
82,Kobieta,10,2300,Północ,Android
29,Mężczyzna,10,16554,Południe,macOS
57,Kobieta,6,6293,Południe,Linux
48,Kobieta,8,1144,Zachód,iOS
48,Mężczyzna,6,4706,Wschód,Windows
50,Kobieta,4,10283,Zachód,Linux
54,Kobieta,8,16696,Północ,Android
37,Mężczyzna,6,8796,Północ,Linux
75,Mężczyzna,3,9530,Wschód,iOS
36,Kobieta,10,11099,Północ,Android
29,Mężczyzna,6,12386,Centrum,Linux
48,Mężczyzna,3,2324,Południe,Android
31,Mężczyzna,9,3628,Zachód,Android
57,Kobieta,1,12843,Północ,Android
68,Kobieta,8,17562,Południe,macOS
61,Mężczyzna,6,1454,Centrum,Linux
89,Kobieta,4,17679,Centrum,Android
74,Mężczyzna,8,12862,Północ,Android
72,Mężczyzna,5,14842,Centrum,Linux
87,Kobieta,4,13505,Północ,Linux
41,Mężczyzna,8,2810,Zachód,iOS
61,Kobieta,2,14829,Zachód,Windows
81,Kobieta,2,18537,Północ,iOS
66,Kobieta,3,1841,Północ,Android
83,Mężczyzna,4,4130,Centrum,Linux
89,Kobieta,3,7352,Południe,Linux
32,Kobieta,2,4970,Centrum,Android
54,Kobieta,7,13939,Północ,Android
67,Kobieta,10,5626,Zachód,Android
72,Mężczyzna,8,14774,Wschód,macOS
35,Kobieta,5,19458,Północ,Linux
44,Mężczyzna,2,5785,Południe,Linux
90,Kobieta,3,10310,Południe,Windows
74,Mężczyzna,7,12405,Południe,macOS
69,Kobieta,5,19269,Północ,Linux
87,Kobieta,6,14173,Zachód,Android
45,Mężczyzna,10,2443,Centrum,Linux
40,Mężczyzna,7,19960,Północ,macOS
48,Kobieta,4,1611,Północ,Windows
31,Kobieta,6,12846,Centrum,macOS
85,Mężczyzna,5,12821,Północ,Android
75,Mężczyzna,7,1464,Północ,Linux
86,Kobieta,9,10296,Centrum,macOS
70,Mężczyzna,7,10812,Północ,Android
35,Kobieta,2,13063,Wschód,Windows
68,Mężczyzna,2,6971,Południe,Android
82,Mężczyzna,10,19525,Centrum,Android
51,Kobieta,9,16714,Zachód,iOS
18,Kobieta,2,8183,Zachód,Windows
23,Kobieta,4,16215,Północ,Windows
63,Mężczyzna,6,10774,Zachód,Linux
70,Kobieta,7,6386,Południe,Windows
68,Mężczyzna,7,16205,Zachód,Linux
60,Kobieta,3,19407,Centrum,iOS
66,Kobieta,6,15250,Zachód,macOS
42,Kobieta,6,10419,Centrum,Windows
29,Mężczyzna,4,17176,Południe,Windows
52,Mężczyzna,4,13901,Wschód,macOS
69,Kobieta,8,15037,Centrum,iOS
82,Mężczyzna,10,10542,Północ,Linux
44,Kobieta,7,5274,Południe,Linux
28,Kobieta,1,11602,Południe,Linux
80,Kobieta,7,4645,Południe,iOS
22,Mężczyzna,6,4189,Północ,Android
83,Mężczyzna,8,6541,Wschód,Android
50,Kobieta,8,9561,Centrum,Android
74,Mężczyzna,5,5064,Centrum,macOS
20,Kobieta,8,10072,Centrum,iOS
87,Mężczyzna,1,19523,Centrum,macOS
35,Kobieta,10,12887,Południe,iOS
84,Mężczyzna,8,16703,Północ,Windows
28,Kobieta,3,13184,Zachód,macOS
82,Kobieta,9,6445,Zachód,Android
70,Mężczyzna,3,11078,Centrum,macOS
36,Kobieta,4,12342,Zachód,Linux
36,Kobieta,4,4276,Zachód,macOS
30,Kobieta,8,1747,Południe,Windows
25,Mężczyzna,7,5526,Wschód,Windows
32,Kobieta,10,16914,Południe,macOS
22,Kobieta,1,7693,Południe,iOS
57,Mężczyzna,6,19190,Północ,Windows
67,Kobieta,9,15365,Centrum,Windows
22,Mężczyzna,10,15573,Centrum,macOS
30,Kobieta,8,1882,Wschód,Windows
70,Kobieta,3,12616,Centrum,iOS
41,Mężczyzna,3,18189,Centrum,iOS
88,Mężczyzna,1,16261,Południe,Linux
47,Mężczyzna,9,11015,Wschód,macOS
40,Kobieta,5,8346,Centrum,Linux
52,Mężczyzna,3,6612,Północ,Android
81,Mężczyzna,7,13711,Wschód,macOS
46,Kobieta,9,3156,Wschód,iOS
36,Kobieta,1,19960,Zachód,iOS
74,Mężczyzna,8,15639,Centrum,Linux
55,Kobieta,4,11235,Północ,Windows
30,Mężczyzna,10,18466,Wschód,Linux
48,Kobieta,9,2827,Północ,Windows
76,Kobieta,5,19322,Północ,Android
62,Kobieta,6,6671,Zachód,Linux
78,Mężczyzna,3,2361,Centrum,Linux
75,Kobieta,1,18210,Wschód,Linux
30,Mężczyzna,1,15449,Zachód,macOS
41,Kobieta,1,1844,Centrum,iOS
86,Kobieta,1,13030,Centrum,macOS
34,Mężczyzna,9,16642,Centrum,Linux
33,Kobieta,1,2630,Północ,Linux
60,Mężczyzna,2,12178,Południe,iOS
63,Kobieta,4,14063,Centrum,iOS
23,Kobieta,2,18622,Południe,Android
84,Mężczyzna,7,18931,Północ,Android
61,Kobieta,3,15823,Północ,iOS
33,Kobieta,9,8062,Wschód,macOS
80,Mężczyzna,4,11072,Centrum,Windows
36,Kobieta,9,15927,Południe,Linux
78,Kobieta,1,10042,Południe,iOS
45,Mężczyzna,10,8393,Północ,Android
63,Kobieta,4,3113,Północ,macOS
79,Mężczyzna,10,5281,Centrum,macOS
79,Mężczyzna,1,19053,Południe,Android
48,Kobieta,4,2072,Północ,Linux
56,Mężczyzna,10,12784,Południe,Android
58,Kobieta,4,4760,Wschód,Android
70,Kobieta,5,9412,Centrum,iOS
72,Mężczyzna,1,11861,Wschód,Linux
82,Mężczyzna,2,9238,Południe,Linux
24,Mężczyzna,1,17572,Północ,Windows
41,Kobieta,5,1759,Centrum,iOS
75,Kobieta,8,13825,Zachód,Linux
68,Mężczyzna,1,12019,Wschód,Windows
78,Kobieta,9,10386,Południe,macOS
82,Kobieta,4,15362,Zachód,Android
43,Mężczyzna,10,9020,Zachód,iOS
82,Mężczyzna,3,6834,Północ,iOS
58,Kobieta,4,17012,Wschód,Windows
81,Mężczyzna,4,1826,Zachód,Linux
67,Mężczyzna,3,3532,Północ,Android
33,Mężczyzna,7,3931,Południe,Android
39,Kobieta,6,18451,Południe,macOS
70,Mężczyzna,3,8084,Zachód,Linux
40,Mężczyzna,6,9133,Północ,Windows
61,Mężczyzna,2,2588,Wschód,macOS
78,Kobieta,8,9664,Południe,iOS
67,Mężczyzna,4,3297,Północ,macOS
84,Kobieta,7,9557,Zachód,iOS
54,Mężczyzna,3,11986,Zachód,Linux
76,Mężczyzna,8,13019,Centrum,Linux
36,Mężczyzna,6,12516,Centrum,macOS
83,Mężczyzna,3,10862,Centrum,Android
73,Mężczyzna,5,9755,Południe,Windows
76,Kobieta,2,13527,Zachód,macOS
58,Mężczyzna,8,3311,Wschód,macOS
18,Kobieta,2,3341,Zachód,Android
36,Kobieta,7,17576,Południe,Windows
86,Mężczyzna,3,10848,Północ,iOS
76,Mężczyzna,8,13513,Wschód,Windows
41,Mężczyzna,8,15332,Południe,Linux
58,Kobieta,9,11343,Południe,Linux
68,Mężczyzna,4,15043,Południe,macOS
31,Kobieta,6,4433,Wschód,macOS
41,Mężczyzna,4,19162,Południe,macOS
78,Kobieta,9,10170,Południe,Linux
82,Mężczyzna,7,9423,Centrum,Windows
19,Kobieta,2,13985,Centrum,Linux
79,Kobieta,8,11952,Północ,Android
53,Kobieta,2,7414,Wschód,Android
48,Mężczyzna,7,6976,Północ,Linux
79,Mężczyzna,1,8327,Centrum,Windows
63,Mężczyzna,2,9166,Centrum,iOS
76,Mężczyzna,4,16826,Zachód,Linux
21,Mężczyzna,5,7498,Zachód,Linux
50,Kobieta,5,18205,Wschód,Windows
80,Kobieta,4,4164,Zachód,iOS
40,Kobieta,9,15868,Zachód,macOS
84,Kobieta,9,6484,Centrum,Windows
68,Kobieta,6,19906,Zachód,Android
23,Mężczyzna,10,3268,Południe,Android
72,Kobieta,3,2816,Zachód,Android
61,Mężczyzna,9,16836,Wschód,Linux
30,Mężczyzna,4,8888,Południe,macOS
28,Kobieta,3,5547,Północ,Windows
32,Kobieta,6,14562,Północ,iOS
26,Kobieta,1,6087,Centrum,Windows
83,Mężczyzna,2,6088,Centrum,iOS
49,Kobieta,9,15003,Wschód,Android
29,Mężczyzna,7,13850,Wschód,iOS
32,Kobieta,1,18824,Południe,macOS
47,Kobieta,8,14337,Zachód,Linux
55,Mężczyzna,9,3452,Zachód,Windows
22,Kobieta,5,15744,Południe,Linux
40,Mężczyzna,4,13747,Zachód,Windows
64,Mężczyzna,10,12962,Centrum,iOS
72,Mężczyzna,4,1548,Południe,Android
76,Kobieta,10,17834,Zachód,Windows
88,Kobieta,9,10482,Południe,macOS
21,Kobieta,10,2657,Zachód,Windows
69,Kobieta,5,12319,Wschód,macOS
55,Mężczyzna,6,13574,Zachód,Windows
47,Kobieta,7,3297,Wschód,Linux
50,Mężczyzna,5,6802,Północ,Windows
58,Kobieta,1,5165,Centrum,Windows
52,Kobieta,8,5902,Centrum,iOS
53,Mężczyzna,3,8330,Północ,macOS
51,Mężczyzna,1,11658,Północ,Windows
85,Kobieta,8,8550,Południe,macOS
84,Kobieta,8,3214,Zachód,Windows
52,Kobieta,6,10944,Zachód,Windows
37,Kobieta,1,15043,Centrum,Windows
61,Kobieta,5,1075,Północ,Windows
27,Mężczyzna,5,4264,Północ,macOS
90,Kobieta,4,12312,Wschód,iOS
28,Mężczyzna,5,17058,Północ,Linux
70,Mężczyzna,1,5187,Zachód,Windows
75,Kobieta,8,17709,Zachód,Android
81,Kobieta,4,11336,Zachód,macOS
68,Mężczyzna,10,1468,Południe,Windows
59,Kobieta,8,18074,Północ,macOS
65,Mężczyzna,8,1725,Wschód,Windows
72,Kobieta,8,19292,Zachód,Android
39,Mężczyzna,5,12819,Północ,Windows
68,Mężczyzna,4,15524,Południe,macOS
78,Kobieta,9,2447,Północ,Android
82,Mężczyzna,5,13760,Południe,Linux
46,Kobieta,8,4946,Południe,iOS
20,Kobieta,7,3919,Zachód,Android
