Wiek;Płeć;Ocena_satysfakcji;Dochód_miesięczny;Region;Preferowany_system
43;Mężczyzna;8;12255;Zachód;Windows
69;Kobieta;2;18754;Południe;Windows
90;Mężczyzna;3;18660;Zachód;Linux
36;Mężczyzna;7;9883;Centrum;Android
48;Kobieta;6;11525;Południe;macOS
38;Kobieta;5;13126;Północ;macOS
59;Mężczyzna;3;14002;Wschód;Windows
38;Kobieta;4;2262;Centrum;Linux
64;Kobieta;9;4344;Zachód;Linux
67;Kobieta;1;12363;Północ;Android
46;Kobieta;8;9165;Zachód;iOS
79;Mężczyzna;1;8893;Wschód;iOS
57;Mężczyzna;4;14852;Północ;macOS
82;Mężczyzna;9;5354;Południe;Linux
74;Kobieta;3;19412;Wschód;Linux
40;Kobieta;1;7220;Wschód;iOS
74;Kobieta;4;5269;Północ;Windows
31;Mężczyzna;10;4208;Centrum;Android
53;Mężczyzna;4;12245;Zachód;macOS
82;Kobieta;1;15900;Południe;Android
19;Kobieta;4;3154;Północ;Android
49;Kobieta;3;15125;Północ;Windows
37;Mężczyzna;7;3549;Północ;Windows
57;Kobieta;10;2355;Północ;Android
66;Mężczyzna;10;6352;Wschód;Windows
62;Kobieta;3;17286;Wschód;iOS
22;Mężczyzna;7;18529;Centrum;Windows
80;Kobieta;2;10333;Wschód;macOS
42;Mężczyzna;6;16118;Południe;Android
26;Kobieta;2;15243;Wschód;Windows
51;Mężczyzna;4;3909;Wschód;Linux
60;Kobieta;10;18833;Północ;iOS
61;Kobieta;1;12419;Północ;iOS
47;Kobieta;1;4909;Wschód;Windows
48;Mężczyzna;5;2482;Południe;Android
31;Mężczyzna;1;1141;Wschód;Windows
25;Kobieta;9;16082;Wschód;Windows
56;Mężczyzna;2;17884;Południe;Android
26;Kobieta;3;15087;Wschód;iOS
90;Kobieta;5;12382;Zachód;Windows
54;Mężczyzna;5;7458;Centrum;iOS
56;Kobieta;4;11651;Centrum;iOS
50;Kobieta;3;3023;Zachód;iOS
48;Kobieta;7;18749;Wschód;Windows
32;Kobieta;5;10963;Wschód;Linux
40;Kobieta;8;12093;Wschód;Windows
45;Kobieta;8;14433;Centrum;Windows
86;Kobieta;10;5672;Wschód;Linux
46;Kobieta;3;3635;Wschód;Windows
51;Mężczyzna;9;5193;Północ;Windows
24;Mężczyzna;2;16539;Centrum;iOS
84;Mężczyzna;1;7283;Centrum;Linux
42;Mężczyzna;2;17527;Południe;Linux
34;Kobieta;7;9953;Południe;Windows
48;Kobieta;4;10631;Zachód;Windows
73;Kobieta;8;17224;Wschód;Windows
67;Mężczyzna;6;14641;Centrum;Android
33;Kobieta;3;14845;Zachód;Android
19;Kobieta;8;2710;Zachód;Android
85;Mężczyzna;5;3108;Północ;Windows
81;Kobieta;10;13469;Wschód;macOS
45;Kobieta;3;1686;Północ;Windows
22;Mężczyzna;5;9343;Północ;Windows
32;Mężczyzna;6;11382;Północ;macOS
36;Mężczyzna;8;12161;Zachód;Linux
73;Kobieta;7;1786;Wschód;macOS
21;Mężczyzna;1;2204;Północ;iOS
33;Kobieta;1;8408;Zachód;macOS
21;Mężczyzna;7;16883;Północ;Android
79;Kobieta;2;2955;Północ;Android
40;Mężczyzna;1;3403;Południe;iOS
41;Mężczyzna;2;13451;Centrum;Linux
69;Kobieta;6;10434;Południe;Linux
80;Mężczyzna;8;14090;Południe;Android
43;Kobieta;10;11552;Zachód;Linux
44;Mężczyzna;2;10721;Zachód;iOS
89;Kobieta;6;4535;Południe;Android
64;Kobieta;2;19682;Wschód;Windows
22;Kobieta;10;14448;Południe;Linux
55;Kobieta;6;8057;Centrum;iOS
64;Mężczyzna;9;8066;Zachód;Windows
77;Mężczyzna;4;5225;Południe;Windows
18;Kobieta;7;12705;Centrum;Android
72;Kobieta;4;19329;Zachód;iOS
33;Mężczyzna;2;15351;Wschód;Linux
77;Mężczyzna;2;10787;Południe;iOS
87;Kobieta;7;2150;Północ;macOS
32;Mężczyzna;3;18712;Północ;iOS
24;Kobieta;3;14362;Południe;iOS
32;Kobieta;5;15411;Południe;iOS
70;Mężczyzna;2;11877;Południe;macOS
28;Kobieta;10;12814;Południe;Linux
23;Mężczyzna;2;11385;Centrum;iOS
30;Mężczyzna;10;18415;Wschód;Windows
25;Mężczyzna;8;12328;Południe;Windows
87;Kobieta;10;8042;Zachód;Android
74;Kobieta;3;11591;Zachód;Linux
41;Kobieta;3;9648;Południe;iOS
82;Mężczyzna;7;2079;Północ;Android
30;Kobieta;4;19575;Południe;macOS
62;Kobieta;2;18071;Centrum;iOS
19;Kobieta;2;11856;Centrum;Linux
45;Kobieta;1;19636;Zachód;Linux
47;Mężczyzna;10;6240;Zachód;Linux
58;Kobieta;7;5795;Zachód;iOS
42;Mężczyzna;9;5718;Południe;Windows
74;Mężczyzna;4;1133;Zachód;macOS
46;Kobieta;1;2958;Północ;Android
79;Kobieta;7;1401;Centrum;Linux
47;Mężczyzna;4;7374;Północ;macOS
34;Mężczyzna;8;10636;Zachód;Windows
26;Kobieta;6;18115;Wschód;Android
79;Mężczyzna;6;12493;Wschód;iOS
21;Kobieta;4;16049;Centrum;Windows
35;Mężczyzna;7;15869;Zachód;macOS
73;Kobieta;1;19165;Północ;Linux
38;Kobieta;8;4204;Centrum;Windows
18;Kobieta;3;2838;Wschód;Android
65;Mężczyzna;4;15337;Centrum;Windows
33;Mężczyzna;1;19808;Południe;Android
40;Mężczyzna;3;10025;Wschód;macOS
37;Mężczyzna;2;17277;Zachód;Windows
62;Kobieta;5;14270;Wschód;Windows
87;Kobieta;7;4310;Wschód;Windows
39;Mężczyzna;5;19693;Centrum;iOS
81;Kobieta;2;11156;Centrum;macOS
65;Mężczyzna;10;1761;Zachód;Android
60;Mężczyzna;3;13624;Wschód;iOS
67;Mężczyzna;10;3946;Centrum;Linux
26;Kobieta;8;17847;Centrum;macOS
88;Kobieta;4;3642;Południe;Android
73;Kobieta;2;16286;Południe;Linux
88;Kobieta;6;18828;Wschód;iOS
87;Mężczyzna;9;8889;Zachód;Linux
87;Kobieta;3;6044;Centrum;iOS
55;Kobieta;4;13940;Północ;iOS
80;Mężczyzna;6;3373;Centrum;Windows
56;Mężczyzna;7;11609;Północ;Windows
68;Mężczyzna;6;18799;Wschód;macOS
80;Kobieta;9;6381;Zachód;Linux
81;Kobieta;3;11199;Centrum;macOS
65;Kobieta;9;16106;Północ;iOS
44;Mężczyzna;1;8558;Zachód;iOS
87;Kobieta;4;2995;Zachód;Windows
55;Kobieta;4;17282;Centrum;Linux
22;Mężczyzna;5;5542;Północ;iOS
33;Kobieta;2;18467;Południe;Android
40;Mężczyzna;1;12665;Południe;iOS
59;Mężczyzna;3;2071;Wschód;Linux
44;Mężczyzna;4;8170;Centrum;Windows
29;Kobieta;9;19890;Północ;Android
62;Kobieta;3;14200;Zachód;macOS
54;Mężczyzna;2;2538;Centrum;Linux
21;Kobieta;10;15631;Centrum;iOS
68;Mężczyzna;2;7804;Południe;Linux
88;Mężczyzna;9;19208;Zachód;iOS
80;Mężczyzna;8;2658;Wschód;Android
74;Kobieta;4;2940;Zachód;Linux
70;Kobieta;6;9160;Zachód;Windows
89;Mężczyzna;7;6780;Wschód;Windows
25;Kobieta;1;6354;Zachód;Windows
89;Kobieta;2;17758;Południe;Android
63;Mężczyzna;4;17013;Północ;Android
27;Kobieta;6;15553;Zachód;iOS
38;Mężczyzna;10;8282;Zachód;Linux
21;Mężczyzna;7;11247;Północ;iOS
32;Mężczyzna;1;15537;Wschód;Windows
71;Kobieta;3;4197;Północ;Windows
59;Mężczyzna;8;5320;Północ;Linux
63;Kobieta;4;14187;Północ;iOS
84;Kobieta;10;4081;Północ;Linux
72;Mężczyzna;7;10108;Południe;Windows
78;Mężczyzna;5;9560;Centrum;macOS
60;Mężczyzna;2;10318;Centrum;Linux
72;Kobieta;6;5290;Północ;Linux
34;Mężczyzna;6;9672;Północ;macOS
35;Kobieta;8;8052;Wschód;macOS
40;Kobieta;6;14849;Północ;iOS
25;Mężczyzna;9;16463;Centrum;Windows
37;Mężczyzna;10;14508;Południe;Linux
26;Mężczyzna;5;4428;Zachód;Android
43;Mężczyzna;5;12659;Północ;macOS
49;Kobieta;5;9909;Wschód;Android
48;Mężczyzna;7;2351;Zachód;iOS
25;Kobieta;2;1851;Południe;macOS
53;Kobieta;8;7908;Centrum;Linux
81;Mężczyzna;4;3332;Zachód;Windows
29;Mężczyzna;9;9261;Centrum;Linux
45;Mężczyzna;3;2840;Południe;Linux
80;Kobieta;8;12637;Centrum;iOS
53;Kobieta;2;10855;Północ;Linux
40;Kobieta;4;13815;Południe;Android
34;Kobieta;7;17020;Wschód;Linux
84;Kobieta;6;1613;Zachód;iOS
25;Mężczyzna;2;13944;Wschód;Linux
73;Mężczyzna;3;7496;Południe;iOS
50;Kobieta;1;2843;Centrum;Android
38;Mężczyzna;8;9305;Południe;iOS
25;Mężczyzna;3;14910;Północ;Windows
68;Mężczyzna;4;18109;Wschód;Android
57;Mężczyzna;2;1561;Północ;Android
69;Mężczyzna;6;1096;Południe;iOS
59;Mężczyzna;6;19498;Centrum;macOS
56;Kobieta;10;17444;Północ;iOS
57;Kobieta;6;8220;Wschód;Android
31;Mężczyzna;1;12849;Północ;iOS
69;Kobieta;5;9692;Północ;Windows
61;Mężczyzna;1;14261;Zachód;Windows
76;Kobieta;3;1014;Centrum;Android
20;Mężczyzna;4;4066;Zachód;macOS
60;Mężczyzna;10;8837;Centrum;Android
39;Kobieta;9;19894;Północ;iOS
40;Mężczyzna;10;12494;Północ;macOS
81;Kobieta;9;2902;Północ;Windows
76;Kobieta;6;4892;Północ;macOS
35;Kobieta;7;11727;Wschód;Android
27;Mężczyzna;4;10929;Południe;iOS
25;Kobieta;7;3765;Centrum;Android
24;Mężczyzna;8;13708;Centrum;Android
80;Mężczyzna;3;3247;Wschód;macOS
30;Kobieta;7;12705;Wschód;macOS
73;Mężczyzna;10;9680;Wschód;macOS
27;Kobieta;7;3027;Centrum;Linux
58;Mężczyzna;4;19181;Wschód;iOS
45;Kobieta;3;8064;Zachód;iOS
87;Mężczyzna;1;11645;Zachód;Android
21;Mężczyzna;7;11404;Północ;Linux
84;Kobieta;5;2861;Północ;Linux
42;Mężczyzna;2;5699;Północ;macOS
42;Kobieta;10;11566;Centrum;iOS
61;Kobieta;8;8198;Centrum;Windows
23;Kobieta;1;10744;Wschód;iOS
76;Kobieta;3;11786;Południe;iOS
84;Mężczyzna;5;19717;Południe;Windows
76;Kobieta;7;18892;Centrum;macOS
61;Mężczyzna;1;8288;Zachód;Windows
42;Mężczyzna;7;1391;Centrum;Linux
88;Mężczyzna;1;4659;Północ;iOS
20;Kobieta;9;5675;Wschód;iOS
86;Kobieta;9;14752;Północ;Windows
25;Kobieta;9;10612;Wschód;iOS
23;Kobieta;10;6257;Centrum;Linux
40;Kobieta;6;9787;Zachód;Windows
18;Mężczyzna;9;11660;Centrum;macOS
52;Kobieta;7;5395;Zachód;Android
75;Mężczyzna;5;4949;Centrum;Windows
73;Kobieta;1;7272;Południe;macOS
29;Kobieta;3;14626;Centrum;macOS
49;Mężczyzna;6;2167;Wschód;Windows
18;Kobieta;1;19880;Północ;iOS
81;Kobieta;5;17774;Północ;macOS
40;Kobieta;2;4180;Północ;iOS
38;Kobieta;4;18069;Wschód;macOS
29;Kobieta;2;8448;Centrum;macOS
73;Kobieta;7;9427;Północ;iOS
64;Kobieta;4;15604;Zachód;Linux
25;Mężczyzna;3;15799;Zachód;Android
56;Kobieta;1;9813;Zachód;Android
43;Kobieta;7;6995;Centrum;Android
81;Mężczyzna;1;19272;Południe;macOS
48;Kobieta;3;4964;Centrum;Android
24;Mężczyzna;8;5523;Północ;iOS
43;Mężczyzna;2;19305;Północ;Linux
36;Mężczyzna;2;3578;Zachód;macOS
54;Mężczyzna;2;14015;Północ;Linux
22;Mężczyzna;9;3938;Północ;Windows
31;Mężczyzna;3;14314;Centrum;Windows
36;Kobieta;8;1125;Wschód;Windows
75;Kobieta;5;18179;Zachód;macOS
69;Kobieta;4;11896;Zachód;Android
57;Kobieta;1;13345;Północ;Android
38;Mężczyzna;9;2789;Północ;macOS
61;Mężczyzna;8;13865;Wschód;macOS
46;Mężczyzna;2;18729;Zachód;Windows
36;Mężczyzna;2;12513;Wschód;macOS
38;Kobieta;5;7946;Północ;iOS
43;Mężczyzna;7;9961;Południe;iOS
82;Kobieta;4;18791;Wschód;macOS
44;Mężczyzna;3;15625;Południe;macOS
68;Mężczyzna;4;1394;Centrum;Linux
36;Mężczyzna;4;3744;Zachód;Windows
44;Mężczyzna;1;1485;Zachód;macOS
45;Mężczyzna;8;15247;Północ;macOS
55;Mężczyzna;8;3824;Zachód;iOS
26;Kobieta;10;18664;Północ;macOS
54;Kobieta;7;18266;Południe;Linux
47;Kobieta;3;10433;Wschód;macOS
40;Mężczyzna;8;12481;Centrum;Linux
77;Kobieta;4;6654;Zachód;iOS
41;Mężczyzna;3;10668;Północ;iOS
90;Mężczyzna;4;11370;Centrum;Linux
80;Mężczyzna;5;3316;Centrum;Android
82;Mężczyzna;7;5519;Centrum;iOS
84;Mężczyzna;5;14537;Południe;iOS
87;Kobieta;9;13421;Centrum;Windows
20;Kobieta;4;4400;Północ;macOS
47;Mężczyzna;6;11446;Zachód;macOS
37;Mężczyzna;8;6586;Wschód;Android
32;Mężczyzna;9;18181;Wschód;Android
68;Kobieta;5;17914;Zachód;Android
48;Mężczyzna;5;5777;Zachód;Linux
62;Kobieta;4;1324;Północ;Linux
47;Kobieta;1;13170;Północ;Windows
75;Kobieta;1;14783;Południe;Windows
50;Mężczyzna;1;9112;Południe;Android
37;Mężczyzna;1;2112;Zachód;Android
87;Mężczyzna;4;5715;Południe;iOS
25;Mężczyzna;3;1997;Centrum;iOS
61;Mężczyzna;5;2116;Wschód;Linux
88;Kobieta;3;17553;Zachód;Linux
62;Mężczyzna;3;15481;Południe;macOS
46;Kobieta;10;3111;Północ;Linux
34;Mężczyzna;3;11425;Centrum;Android
54;Kobieta;3;10612;Południe;macOS
49;Mężczyzna;7;15098;Północ;Windows
78;Mężczyzna;8;3973;Centrum;Windows
27;Kobieta;10;8938;Wschód;iOS
71;Mężczyzna;3;17018;Wschód;macOS
61;Kobieta;1;6663;Zachód;macOS
72;Mężczyzna;5;7577;Wschód;iOS
82;Kobieta;1;9398;Wschód;Windows
26;Kobieta;2;5842;Zachód;macOS
52;Mężczyzna;9;15160;Centrum;Linux
48;Kobieta;1;1498;Zachód;Linux
20;Kobieta;8;5298;Wschód;Windows
83;Kobieta;6;17862;Południe;iOS
83;Mężczyzna;5;18475;Północ;Linux
79;Mężczyzna;4;13625;Południe;Linux
53;Mężczyzna;8;13933;Centrum;Windows
69;Mężczyzna;8;7844;Wschód;Windows
49;Mężczyzna;5;12033;Południe;iOS
36;Mężczyzna;7;15754;Północ;Linux
79;Kobieta;6;8382;Wschód;Android
65;Kobieta;5;1348;Południe;Linux
87;Kobieta;9;15458;Północ;Linux
50;Kobieta;4;10016;Północ;iOS
83;Mężczyzna;6;4880;Północ;Windows
27;Kobieta;3;2425;Centrum;iOS
74;Mężczyzna;7;2028;Wschód;Android
73;Mężczyzna;1;4758;Zachód;Windows
21;Mężczyzna;7;9460;Wschód;macOS
54;Kobieta;5;17195;Północ;macOS
29;Mężczyzna;9;2806;Południe;Linux
47;Kobieta;4;7681;Centrum;Linux
25;Kobieta;1;16296;Centrum;iOS
74;Kobieta;3;19640;Zachód;macOS
65;Kobieta;4;4511;Wschód;iOS
62;Mężczyzna;4;15104;Południe;macOS
84;Mężczyzna;9;8891;Centrum;Windows
58;Kobieta;5;10613;Wschód;iOS
65;Kobieta;5;15177;Wschód;Android
65;Kobieta;7;11369;Zachód;Linux
45;Mężczyzna;4;10797;Południe;iOS
69;Kobieta;8;11822;Wschód;Windows
65;Mężczyzna;2;7594;Północ;Android
84;Mężczyzna;5;7753;Południe;iOS
61;Kobieta;10;9542;Północ;Linux
28;Mężczyzna;1;9130;Południe;macOS
20;Kobieta;1;13933;Zachód;macOS
66;Kobieta;5;4396;Południe;iOS
36;Mężczyzna;1;14400;Centrum;macOS
64;Kobieta;2;1395;Zachód;Linux
23;Mężczyzna;10;1051;Centrum;iOS
37;Kobieta;2;10390;Zachód;Windows
33;Mężczyzna;10;13645;Zachód;Windows
56;Kobieta;4;2953;Północ;macOS
23;Mężczyzna;6;1437;Północ;Windows
86;Kobieta;1;8552;Zachód;iOS
77;Mężczyzna;7;7333;Wschód;Windows
54;Kobieta;7;1516;Południe;Android
55;Mężczyzna;5;6290;Południe;macOS
84;Kobieta;4;8588;Centrum;iOS
45;Kobieta;6;10808;Północ;Android
21;Mężczyzna;6;3890;Północ;Windows
79;Mężczyzna;9;8733;Zachód;Linux
30;Kobieta;9;6000;Zachód;macOS
42;Kobieta;10;3064;Północ;Windows
60;Mężczyzna;2;16184;Centrum;Windows
29;Kobieta;8;3953;Zachód;iOS
72;Mężczyzna;6;5918;Wschód;Linux
87;Mężczyzna;10;6592;Centrum;iOS
60;Kobieta;10;4591;Centrum;Windows
90;Mężczyzna;5;12206;Południe;Linux
67;Kobieta;8;16170;Południe;iOS
83;Mężczyzna;10;17131;Wschód;Windows
43;Kobieta;5;14632;Południe;Linux
25;Kobieta;2;11407;Centrum;Android
52;Kobieta;5;6210;Centrum;Linux
66;Kobieta;8;13584;Południe;macOS
40;Kobieta;5;10851;Północ;Linux
32;Mężczyzna;2;15826;Południe;Linux
69;Mężczyzna;1;3212;Zachód;Android
89;Mężczyzna;7;11518;Zachód;Windows
19;Mężczyzna;6;3542;Południe;Android
37;Mężczyzna;5;14455;Zachód;macOS
35;Mężczyzna;5;8922;Wschód;Android
87;Mężczyzna;9;15330;Centrum;Windows
30;Kobieta;2;4714;Wschód;Windows
76;Mężczyzna;6;18726;Zachód;iOS
74;Kobieta;7;7022;Centrum;Windows
71;Kobieta;5;5305;Wschód;Windows
76;Kobieta;5;5700;Wschód;Windows
58;Mężczyzna;9;7922;Północ;Windows
50;Kobieta;8;13587;Północ;Windows
79;Mężczyzna;9;5102;Centrum;Linux
74;Kobieta;9;5971;Centrum;Windows
42;Kobieta;10;10828;Wschód;macOS
24;Mężczyzna;9;3863;Północ;iOS
27;Kobieta;5;19424;Zachód;macOS
26;Kobieta;8;17085;Centrum;Android
35;Mężczyzna;8;9760;Południe;iOS
77;Mężczyzna;8;4658;Północ;Android
34;Mężczyzna;1;4175;Północ;iOS
42;Mężczyzna;3;1546;Centrum;macOS
37;Kobieta;8;11014;Południe;Linux
51;Mężczyzna;4;2920;Zachód;Android
24;Mężczyzna;3;12990;Centrum;Android
35;Mężczyzna;6;19212;Zachód;Linux
81;Mężczyzna;5;4631;Północ;iOS
28;Kobieta;9;7654;Północ;Linux
39;Mężczyzna;2;12660;Północ;Linux
87;Kobieta;5;6220;Centrum;iOS
70;Kobieta;1;1141;Zachód;Linux
40;Kobieta;5;12144;Południe;Windows
56;Mężczyzna;2;13367;Północ;macOS
18;Mężczyzna;4;9055;Północ;Windows
36;Mężczyzna;9;3143;Centrum;Windows
40;Mężczyzna;5;14413;Wschód;Linux
58;Mężczyzna;7;14723;Północ;Android
34;Kobieta;3;13052;Północ;Linux
76;Mężczyzna;7;2403;Zachód;Linux
61;Mężczyzna;4;14521;Wschód;iOS
87;Kobieta;4;4251;Północ;Android
30;Kobieta;10;3946;Południe;Windows
33;Mężczyzna;1;13991;Wschód;Android
44;Kobieta;8;4868;Północ;macOS
43;Kobieta;6;3522;Zachód;iOS
35;Kobieta;8;13731;Centrum;macOS
90;Mężczyzna;6;1024;Północ;Linux
82;Kobieta;1;12324;Centrum;macOS
59;Kobieta;10;7020;Zachód;macOS
57;Kobieta;7;19278;Południe;iOS
77;Kobieta;3;18874;Południe;iOS
79;Kobieta;2;12699;Zachód;iOS
89;Kobieta;7;12322;Centrum;iOS
45;Mężczyzna;3;4265;Południe;Windows
39;Kobieta;4;16871;Zachód;iOS
38;Kobieta;10;14610;Południe;Windows
32;Kobieta;10;18609;Zachód;macOS
38;Mężczyzna;6;17663;Południe;macOS
43;Mężczyzna;9;3867;Centrum;Linux
90;Mężczyzna;10;1596;Wschód;iOS
59;Kobieta;6;17400;Północ;Windows
73;Mężczyzna;7;7238;Wschód;Windows
89;Kobieta;9;18009;Północ;iOS
73;Kobieta;7;7062;Zachód;Linux
52;Kobieta;2;8286;Centrum;iOS
32;Mężczyzna;2;6402;Wschód;macOS
22;Mężczyzna;6;1532;Centrum;Windows
77;Kobieta;1;10939;Wschód;Android
34;Mężczyzna;8;7882;Południe;Windows
78;Mężczyzna;8;5910;Południe;Android
23;Kobieta;2;18308;Zachód;Linux
25;Kobieta;2;2247;Południe;iOS
62;Kobieta;3;6773;Południe;Android
26;Kobieta;2;13187;Południe;Linux
74;Kobieta;3;9876;Zachód;Windows
30;Kobieta;4;8239;Zachód;Windows
28;Mężczyzna;6;16988;Zachód;Windows
71;Kobieta;6;4622;Zachód;Windows
27;Kobieta;1;19836;Zachód;Android
23;Mężczyzna;3;15792;Zachód;Android
42;Mężczyzna;3;13679;Południe;Android
89;Kobieta;5;11172;Zachód;iOS
66;Kobieta;6;13978;Wschód;iOS
64;Mężczyzna;2;7114;Zachód;Android
89;Kobieta;2;1638;Wschód;Windows
30;Kobieta;7;10138;Centrum;Android
90;Kobieta;9;13134;Północ;iOS
80;Kobieta;10;13741;Centrum;iOS
42;Kobieta;9;17108;Centrum;Android
87;Kobieta;2;13215;Wschód;macOS
47;Mężczyzna;7;13638;Centrum;macOS
54;Mężczyzna;10;12191;Północ;macOS
24;Kobieta;8;6547;Północ;macOS
48;Mężczyzna;5;12166;Centrum;Linux
50;Kobieta;4;12917;Centrum;Linux
77;Mężczyzna;10;3583;Północ;iOS
48;Mężczyzna;4;13963;Północ;Android
58;Mężczyzna;4;18392;Zachód;Linux
84;Kobieta;1;16432;Zachód;iOS
41;Mężczyzna;4;8197;Południe;Linux
54;Kobieta;2;10448;Wschód;macOS
70;Kobieta;4;5661;Wschód;Linux
47;Kobieta;10;9081;Wschód;iOS
84;Mężczyzna;9;19809;Północ;macOS
37;Mężczyzna;1;6719;Wschód;iOS
43;Kobieta;5;1382;Centrum;iOS
86;Mężczyzna;4;1780;Południe;iOS
35;Mężczyzna;5;18686;Południe;macOS
88;Kobieta;4;17546;Północ;Android
33;Kobieta;3;11789;Północ;Windows
30;Mężczyzna;1;19976;Centrum;iOS
72;Mężczyzna;2;12155;Wschód;Windows
35;Kobieta;3;11691;Zachód;iOS
39;Kobieta;3;14936;Zachód;Windows
41;Kobieta;1;13887;Centrum;macOS
65;Kobieta;6;5455;Zachód;Windows
21;Mężczyzna;7;2217;Wschód;Android
32;Mężczyzna;9;9562;Północ;iOS
72;Kobieta;2;13704;Wschód;macOS
29;Mężczyzna;4;18314;Zachód;Android
27;Mężczyzna;10;3599;Wschód;Linux
74;Mężczyzna;5;13905;Południe;Windows
70;Mężczyzna;4;19234;Zachód;macOS
83;Kobieta;2;18824;Zachód;Android
60;Mężczyzna;9;7292;Centrum;iOS
62;Mężczyzna;1;9074;Północ;macOS
62;Mężczyzna;3;4316;Południe;macOS
47;Kobieta;1;15769;Zachód;Windows
88;Mężczyzna;9;6139;Wschód;macOS
25;Kobieta;3;5223;Centrum;macOS
68;Mężczyzna;2;12121;Zachód;Windows
60;Mężczyzna;1;2929;Północ;iOS
69;Mężczyzna;8;16194;Północ;Linux
66;Kobieta;10;18693;Centrum;iOS
41;Kobieta;10;3284;Wschód;Linux
90;Kobieta;9;19698;Wschód;Linux
32;Kobieta;1;16418;Południe;macOS
41;Mężczyzna;5;16138;Północ;Windows
66;Kobieta;9;18808;Wschód;Windows
67;Mężczyzna;9;1311;Północ;Linux
21;Mężczyzna;7;11688;Południe;Android
49;Kobieta;1;2198;Centrum;iOS
70;Kobieta;7;8597;Północ;macOS
45;Mężczyzna;7;19850;Północ;iOS
70;Mężczyzna;10;1000;Zachód;Windows
54;Kobieta;1;5016;Południe;Linux
85;Mężczyzna;8;1029;Południe;macOS
40;Mężczyzna;3;12500;Północ;Android
37;Mężczyzna;10;4130;Północ;Android
76;Kobieta;3;3818;Zachód;Linux
72;Kobieta;7;8699;Centrum;Windows
43;Kobieta;7;18117;Wschód;Android
63;Mężczyzna;6;19009;Południe;Windows
23;Kobieta;9;13033;Zachód;iOS
27;Kobieta;10;16332;Południe;Linux
61;Kobieta;5;7421;Północ;Android
57;Kobieta;4;3917;Wschód;Linux
72;Mężczyzna;8;17834;Południe;iOS
38;Kobieta;10;1809;Centrum;Linux
47;Mężczyzna;8;7135;Zachód;Linux
20;Kobieta;1;5425;Południe;Windows
57;Mężczyzna;4;10772;Północ;macOS
60;Mężczyzna;8;12658;Południe;Linux
66;Mężczyzna;9;16382;Zachód;Linux
36;Mężczyzna;3;14359;Zachód;Windows
22;Kobieta;8;13754;Zachód;Windows
30;Mężczyzna;7;5372;Północ;Windows
33;Mężczyzna;1;4167;Północ;iOS
36;Kobieta;8;6667;Południe;Linux
50;Kobieta;7;17856;Centrum;Windows
21;Kobieta;2;7751;Północ;macOS
23;Kobieta;8;6063;Północ;Android
73;Mężczyzna;1;14258;Centrum;Android
42;Mężczyzna;7;7210;Zachód;Android
63;Mężczyzna;3;12285;Centrum;Linux
76;Kobieta;5;5880;Północ;iOS
77;Kobieta;9;13497;Centrum;iOS
49;Mężczyzna;2;9591;Centrum;macOS
30;Mężczyzna;2;18585;Centrum;Android
82;Kobieta;4;15681;Południe;macOS
82;Mężczyzna;1;2895;Zachód;Linux
89;Mężczyzna;3;6757;Północ;Android
81;Kobieta;8;6345;Północ;Linux
25;Kobieta;8;3304;Centrum;macOS
54;Mężczyzna;1;8854;Centrum;iOS
20;Mężczyzna;8;14455;Północ;iOS
61;Mężczyzna;2;15968;Wschód;macOS
34;Kobieta;10;11768;Północ;macOS
36;Mężczyzna;10;1097;Północ;iOS
78;Mężczyzna;3;10256;Centrum;macOS
82;Kobieta;6;16540;Wschód;macOS
81;Kobieta;7;18227;Centrum;Windows
31;Mężczyzna;3;9206;Zachód;Windows
29;Mężczyzna;1;16916;Zachód;Windows
77;Mężczyzna;3;17742;Północ;Windows
32;Mężczyzna;4;19235;Centrum;Linux
62;Mężczyzna;10;14655;Południe;iOS
74;Mężczyzna;3;7003;Centrum;Windows
53;Mężczyzna;1;2199;Południe;macOS
60;Mężczyzna;6;1527;Centrum;iOS
69;Kobieta;4;15995;Zachód;iOS
51;Kobieta;6;11769;Południe;Android
63;Kobieta;9;15306;Południe;Android
45;Mężczyzna;6;4790;Północ;Linux
18;Mężczyzna;9;3382;Północ;Android
23;Mężczyzna;7;17769;Zachód;Android
55;Kobieta;10;2141;Północ;iOS
85;Kobieta;6;2332;Centrum;iOS
32;Kobieta;2;14321;Południe;Linux
89;Kobieta;4;9613;Południe;Windows
45;Mężczyzna;9;17978;Centrum;Android
50;Mężczyzna;4;1347;Południe;iOS
70;Mężczyzna;4;18894;Centrum;Windows
77;Mężczyzna;6;15735;Północ;iOS
18;Mężczyzna;4;16122;Zachód;Windows
34;Kobieta;3;3475;Północ;macOS
84;Mężczyzna;10;8656;Zachód;iOS
88;Mężczyzna;4;11681;Centrum;Android
72;Mężczyzna;1;5258;Północ;Android
78;Mężczyzna;3;15816;Centrum;Android
44;Mężczyzna;3;2811;Wschód;Windows
29;Mężczyzna;9;4675;Południe;Linux
46;Mężczyzna;3;5358;Centrum;macOS
49;Kobieta;7;10439;Centrum;Linux
20;Mężczyzna;8;19110;Północ;macOS
35;Mężczyzna;4;9813;Wschód;Windows
36;Mężczyzna;9;8898;Południe;macOS
71;Kobieta;8;12381;Centrum;Linux
56;Mężczyzna;4;17639;Południe;Android
48;Mężczyzna;9;3210;Wschód;Windows
